Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,PasPress,Sw,PasCrs,CK,CkIn,CkOut,CkStr,PasGround,PasLow,PasHigh,PaswLeft,PaswRight,PaswHead,TI,PaswOther,PasCmp,PasOff,PasOut,PasInt,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Press,PresSucc,Press%,PresDef3rd,PresMid3rd,PresAtt3rd,Blocks,BlkSh,BlkShSv,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,DriSucc,DriAtt,DriSucc%,DriPast,DriMegs,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,RecTarg,Rec,Rec%,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%
545,Carlos Clerc,ESP,DF,Levante,La Liga,30.0,1992,19,18,1514,16.8,0.0,0.006,0.0,0.0,0.0,0.0,0.20224719101123595,0.0,0.0,0.0,0.250625,0.22608695652173913,0.7709999999999999,0.20962962962962964,0.23513043478260867,0.195,0.18083333333333332,0.9009999999999999,0.23428571428571426,0.264,0.831,0.07875,0.131,0.402,0.0,0.065,0.10133333333333333,0.05533333333333333,0.018,0.13899999999999998,0.22608695652173913,0.2019047619047619,0.2395,0.095,0.0,0.14725,0.0475,0.14266666666666666,0.006,0.004,0.0,0.0,0.2169230769230769,0.215,0.18166666666666667,0.31333333333333335,0.015066666666666666,0.152,0.21275,0.012,0.250625,0.048,0.0655,0.06933333333333333,0.0895,0.02975,0.029666666666666668,0.018,0.006,0.0,0.0,0.006,0.003,0.006,0.0,0.0,0.0,0.0,0.0,0.11299999999999999,0.101,0.137,0.065,0.024,0.048,0.131,0.364,0.08299999999999999,0.136,0.133,0.293,0.1322,0.1108,0.0298,0.0775,0.012,0.0,0.0715,0.0805,0.1935,0.119,0.012,0.22703703703703704,0.07139999999999999,0.2018181818181818,0.19666666666666666,0.095,0.0166,0.2084,0.0715,0.095,0.75,0.0745,0.006,0.234,0.14389312977099236,0.1259550561797753,0.09759999999999999,0.0505,0.012,0.015,0.020999999999999998,0.1963157894736842,0.1831578947368421,0.9329999999999999,0.05566666666666666,0.036,0.0,0.0,0.0895,0.053500000000000006,0.0,0.14266666666666666,0.101,0.0,0.0,0.0,0.198,0.033666666666666664,0.02525,0.5
546,Tom Cleverley,ENG,MF,Watford,Premier League,32.0,1989,28,20,1616,18.0,0.0,0.036,0.0195,0.5379999999999999,0.0,0.0,0.324438202247191,0.0,0.0,0.0,0.16,0.15130434782608695,0.736,0.1342283950617284,0.11365217391304347,0.126,0.12166666666666666,0.863,0.12942857142857145,0.152,0.795,0.0735,0.11766666666666666,0.41700000000000004,0.011,0.10600000000000001,0.076,0.04066666666666666,0.022,0.07966666666666668,0.15130434782608695,0.14476190476190476,0.10825,0.13899999999999998,0.011,0.1375,0.053000000000000005,0.07066666666666667,0.0915,0.078,0.11200000000000002,0.0,0.15,0.09816666666666667,0.1565,0.034749999999999996,0.17933333333333332,0.11100000000000002,0.00975,0.022,0.16,0.022,0.0335,0.039,0.025,0.0485,0.037000000000000005,0.05600000000000001,0.0,0.006,0.022,0.0,0.0085,0.011,0.03592814371257485,0.0,0.0,0.0,0.0,0.0945,0.15,0.1,0.067,0.022,0.05600000000000001,0.178,0.313,0.122,0.207,0.19633333333333333,0.285,0.1288,0.212,0.07339999999999999,0.078,0.039,0.1016949152542373,0.058499999999999996,0.075,0.1695,0.053000000000000005,0.012,0.16074074074074074,0.04,0.08481818181818182,0.14200000000000002,0.10071428571428571,0.01,0.15719999999999998,0.011,0.022,0.5,0.011,0.006,0.14133333333333334,0.05671755725190839,0.035617977528089886,0.02,0.025,0.017,0.0335,0.0305,0.15842105263157896,0.12947368421052632,0.815,0.06666666666666667,0.011,0.0,0.0,0.10300000000000001,0.058499999999999996,0.011,0.07066666666666667,0.15,0.0,0.0,0.0,0.186,0.03333333333333333,0.051500000000000004,0.327
547,Nathaniel Clyne,ENG,DF,Crystal Palace,Premier League,31.0,1991,16,15,1351,15.0,0.0,0.01,0.006500000000000001,0.667,0.0,0.0,0.3441011235955056,0.0,0.0,0.0,0.234375,0.2082608695652174,0.784,0.19910493827160494,0.2,0.172,0.1575,0.9079999999999999,0.2457142857142857,0.2813333333333334,0.816,0.06675,0.10216666666666667,0.435,0.007000000000000001,0.04,0.05333333333333334,0.04,0.027000000000000003,0.049,0.2082608695652174,0.1761904761904762,0.2725,0.087,0.007000000000000001,0.17175,0.0165,0.058,0.0,0.0,0.0,0.0,0.22076923076923077,0.13783333333333334,0.18166666666666667,0.012750000000000001,0.23,0.05,0.25,0.027000000000000003,0.234375,0.014000000000000002,0.02,0.051000000000000004,0.0735,0.01825,0.02,0.007000000000000001,0.0,0.0,0.0,0.007000000000000001,0.006500000000000001,0.013000000000000001,0.0,0.0,0.0,0.0,0.0,0.0735,0.073,0.06,0.08,0.007000000000000001,0.047,0.1,0.467,0.053000000000000005,0.084,0.09566666666666666,0.341,0.08539999999999999,0.0574,0.0254,0.0335,0.013000000000000001,0.0,0.026500000000000003,0.11000000000000001,0.1835,0.1035,0.0,0.2037037037037037,0.061399999999999996,0.19181818181818183,0.18,0.07214285714285713,0.0026,0.1776,0.01,0.013500000000000002,0.75,0.01,0.0,0.194,0.10916030534351145,0.08,0.04,0.03,0.0,0.0235,0.01,0.16947368421052633,0.1563157894736842,0.9209999999999999,0.024333333333333332,0.007000000000000001,0.0,0.0,0.013500000000000002,0.02,0.0,0.058,0.073,0.0,0.0,0.0,0.17325,0.02666666666666667,0.01675,0.545
548,Conor Coady,ENG,DF,Wolves,Premier League,29.0,1993,38,38,3361,37.3,0.022,0.016,0.0055,0.33299999999999996,0.33,0.5,0.1643258426966292,0.0,0.0,0.0,0.24625,0.19043478260869565,0.9009999999999999,0.30425925925925923,0.24373913043478262,0.0579,0.052083333333333336,0.927,0.3271428571428571,0.31733333333333336,0.96,0.265,0.22,0.8009999999999999,0.0,0.005,0.04466666666666667,0.007333333333333333,0.0,0.03933333333333333,0.19043478260869565,0.20333333333333334,0.026750000000000003,0.10500000000000001,0.0,0.08449999999999999,0.071,0.0033333333333333335,0.0,0.0,0.0,0.0,0.2646153846153846,0.03716666666666667,0.11933333333333333,0.014083333333333333,0.266,0.086,0.0,0.005,0.24625,0.016,0.023,0.018666666666666668,0.013500000000000002,0.00475,0.006333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041499999999999995,0.048,0.054000000000000006,0.027000000000000003,0.003,0.032,0.06999999999999999,0.462,0.038,0.0528,0.06066666666666667,0.345,0.0664,0.0364,0.0026,0.086,0.134,0.13559322033898305,0.019,0.059,0.10049999999999999,0.20099999999999998,0.0,0.1914814814814815,0.252,0.3245454545454546,0.11933333333333332,0.006285714285714286,0.0096,0.2028,0.0015,0.0025,0.5,0.0025,0.0,0.21133333333333332,0.12877862595419848,0.08752808988764045,0.0182,0.0015,0.0,0.0025,0.0025,0.18947368421052632,0.18789473684210528,0.99,0.0026666666666666666,0.011,0.0,0.0,0.028000000000000004,0.004,0.005,0.0033333333333333335,0.048,0.0,0.0,0.0,0.1575,0.035,0.0195,0.574
549,Marcus Coco,FRA,FWDF,Nantes,Ligue 1,25.0,1996,24,9,930,10.3,0.02,0.053500000000000006,0.0095,0.182,0.09,0.25,0.22612359550561797,0.0,0.0,0.0,0.140625,0.13956521739130434,0.701,0.10586419753086419,0.11782608695652173,0.126,0.13083333333333333,0.802,0.11657142857142858,0.15066666666666667,0.7240000000000001,0.034,0.05983333333333333,0.37799999999999995,0.01,0.057999999999999996,0.048666666666666664,0.058,0.049,0.081,0.13956521739130434,0.14095238095238097,0.063,0.057999999999999996,0.01,0.16025,0.014499999999999999,0.12933333333333333,0.005,0.0,0.02,0.0,0.1523076923076923,0.11,0.0955,0.03075,0.152,0.068,0.04375,0.01,0.140625,0.02,0.058499999999999996,0.068,0.053500000000000006,0.0365,0.03233333333333333,0.0,0.0,0.019,0.019,0.01,0.0095,0.019,0.0,0.0,0.0,0.0,0.0,0.1555,0.194,0.16499999999999998,0.097,0.049,0.068,0.184,0.368,0.11699999999999999,0.259,0.22666666666666666,0.262,0.1962,0.214,0.10880000000000001,0.0775,0.01,0.0,0.073,0.1165,0.272,0.0435,0.0,0.1811111111111111,0.0446,0.11272727272727273,0.146,0.1292857142857143,0.0466,0.18680000000000002,0.053500000000000006,0.12150000000000001,0.44,0.063,0.019,0.19799999999999998,0.12366412213740458,0.11213483146067416,0.09519999999999999,0.058499999999999996,0.078,0.14550000000000002,0.097,0.21894736842105264,0.15736842105263157,0.72,0.14566666666666667,0.028999999999999998,0.05,0.06993006993006994,0.10200000000000001,0.14550000000000002,0.039,0.12933333333333333,0.194,0.0,0.0,0.0,0.187,0.10366666666666666,0.08,0.49200000000000005
550,Coke,ESP,DF,Levante,La Liga,35.0,1987,6,1,118,1.3,0.154,0.0385,0.0385,1.0,1.0,0.5,0.028089887640449437,0.0,0.0,0.0,0.26937500000000003,0.22391304347826088,0.836,0.255462962962963,0.4260869565217391,0.16899999999999998,0.15416666666666667,0.917,0.30714285714285716,0.328,0.875,0.1155,0.10250000000000001,0.75,0.0,0.154,0.10266666666666667,0.051333333333333335,0.0,0.20500000000000002,0.22391304347826088,0.19428571428571428,0.27,0.154,0.0,0.15375,0.0385,0.0,0.0,0.0,0.0,0.0,0.2069230769230769,0.23,0.18000000000000002,0.07050000000000001,0.20533333333333334,0.154,0.23075,0.0,0.26937500000000003,0.0,0.0385,0.051333333333333335,0.077,0.05775,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154,0.231,0.077,0.154,0.077,0.231,0.231,1.0,0.0,0.12300000000000001,0.20500000000000002,0.5,0.077,0.12300000000000001,0.0462,0.0385,0.0,0.0,0.0385,0.077,0.231,0.3075,0.0,0.23629629629629628,0.12300000000000001,0.28,0.13866666666666666,0.10428571428571429,0.0462,0.2124,0.077,0.1155,0.667,0.077,0.0,0.21533333333333332,0.12328244274809161,0.09078651685393258,0.077,0.077,0.077,0.0385,0.0385,0.16578947368421051,0.15,0.902,0.051333333333333335,0.077,0.0,0.0,0.154,0.077,0.0,0.0,0.231,0.0,0.0,0.0,0.2875,0.12833333333333333,0.077,0.556
551,Séamus Coleman,IRL,DF,Everton,Premier League,33.0,1988,30,30,2656,29.5,0.006,0.013500000000000002,0.0015,0.125,0.13,0.5,0.24157303370786515,0.0,0.0,0.0,0.193125,0.18217391304347824,0.738,0.1714506172839506,0.22104347826086956,0.145,0.1375,0.877,0.17857142857142858,0.224,0.7440000000000001,0.089,0.12316666666666666,0.48200000000000004,0.0,0.040999999999999995,0.10266666666666667,0.056666666666666664,0.037,0.095,0.18217391304347824,0.15571428571428572,0.2305,0.051000000000000004,0.003,0.15175,0.028999999999999998,0.09066666666666667,0.0,0.0,0.0,0.0,0.16076923076923075,0.1345,0.21666666666666667,0.058499999999999996,0.15466666666666667,0.1155,0.21775000000000003,0.003,0.193125,0.028000000000000004,0.057499999999999996,0.052000000000000005,0.052500000000000005,0.03225,0.03166666666666666,0.01,0.0,0.007000000000000001,0.01,0.007000000000000001,0.007000000000000001,0.007000000000000001,0.0,0.0,0.0,0.014000000000000002,0.0,0.122,0.142,0.13899999999999998,0.068,0.037,0.098,0.159,0.617,0.061,0.114,0.14,0.369,0.10779999999999999,0.0882,0.0318,0.1,0.044,0.0,0.078,0.0915,0.21349999999999997,0.127,0.006,0.19444444444444445,0.0868,0.16636363636363638,0.16333333333333333,0.09142857142857143,0.0278,0.174,0.044,0.0745,0.591,0.049,0.0,0.18933333333333333,0.12061068702290076,0.08831460674157303,0.059000000000000004,0.0475,0.027000000000000003,0.0305,0.044,0.1436842105263158,0.1268421052631579,0.883,0.051000000000000004,0.014000000000000002,0.0,0.0,0.032,0.034,0.007000000000000001,0.09066666666666667,0.142,0.003,0.0,0.06,0.22799999999999998,0.03833333333333333,0.028749999999999998,0.5
552,Álex Collado,ESP,MFFW,Granada,La Liga,23.0,1999,17,13,1020,11.3,0.036,0.075,0.0355,0.47100000000000003,0.12,0.125,0.3342696629213483,0.009,0.0,0.0,0.155,0.14391304347826087,0.7490000000000001,0.13271604938271606,0.08860869565217391,0.124,0.12000000000000001,0.8590000000000001,0.1277142857142857,0.14666666666666667,0.815,0.073,0.09733333333333333,0.5,0.009,0.133,0.07966666666666668,0.05333333333333334,0.018,0.07066666666666667,0.14391304347826087,0.13714285714285715,0.1085,0.159,0.018,0.1925,0.062,0.08266666666666667,0.08399999999999999,0.06466666666666666,0.142,0.0,0.17846153846153845,0.07083333333333333,0.09433333333333334,0.2275,0.0242,0.04,0.011,0.044,0.155,0.06999999999999999,0.04,0.04133333333333333,0.0795,0.073,0.062000000000000006,0.044,0.034999999999999996,0.018,0.009,0.0,0.009,0.009,0.05389221556886228,0.0,0.0,0.0,0.0,0.146,0.159,0.08,0.15,0.062,0.08,0.248,0.321,0.16799999999999998,0.32299999999999995,0.22699999999999998,0.21100000000000002,0.1346,0.344,0.16820000000000002,0.1285,0.027000000000000003,0.0,0.11499999999999999,0.10600000000000001,0.252,0.031,0.0,0.1837037037037037,0.0212,0.06681818181818182,0.15933333333333333,0.16071428571428573,0.0424,0.18280000000000002,0.093,0.17250000000000001,0.5379999999999999,0.093,0.027000000000000003,0.22333333333333333,0.13770992366412213,0.10078651685393258,0.115,0.1105,0.08,0.1105,0.11499999999999999,0.19210526315789472,0.15263157894736842,0.7959999999999999,0.09133333333333334,0.009,0.0,0.0,0.08399999999999999,0.0795,0.0,0.08266666666666667,0.159,0.0,0.0,0.0,0.177,0.023666666666666666,0.041999999999999996,0.29600000000000004
553,Ebrima Colley,GAM,FWMF,Spezia,Serie A,22.0,2000,11,3,394,4.4,0.0,0.1365,0.056999999999999995,0.41700000000000004,0.0,0.0,0.28792134831460675,0.0,0.0,0.0,0.12375,0.12565217391304348,0.685,0.11231481481481481,0.102,0.0864,0.08499999999999999,0.8440000000000001,0.12657142857142856,0.16666666666666666,0.7090000000000001,0.05675,0.09083333333333334,0.41700000000000004,0.0,0.136,0.04533333333333334,0.12133333333333333,0.068,0.10600000000000001,0.12565217391304348,0.12666666666666668,0.05675,0.068,0.045,0.10800000000000001,0.068,0.182,0.056999999999999995,0.030000000000000002,0.09,0.0,0.14846153846153848,0.07200000000000001,0.08716666666666667,0.034083333333333334,0.14866666666666667,0.091,0.01125,0.023,0.12375,0.046,0.0225,0.038,0.034,0.0795,0.053000000000000005,0.023,0.045,0.045,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0795,0.068,0.045,0.068,0.045,0.023,0.136,0.16699999999999998,0.11399999999999999,0.209,0.14400000000000002,0.207,0.109,0.191,0.1182,0.091,0.0,0.0,0.091,0.056999999999999995,0.1365,0.0225,0.0,0.16999999999999998,0.0182,0.07645454545454546,0.156,0.13785714285714287,0.040999999999999995,0.178,0.1135,0.2385,0.47600000000000003,0.14750000000000002,0.023,0.22599999999999998,0.1717557251908397,0.1458426966292135,0.1272,0.125,0.091,0.14750000000000002,0.091,0.22473684210526318,0.16999999999999998,0.755,0.12866666666666665,0.023,0.0,0.0,0.159,0.14750000000000002,0.045,0.182,0.068,0.0,0.0,0.0,0.1535,0.02266666666666667,0.0455,0.273
554,Omar Colley,GAM,DF,Sampdoria,Serie A,29.0,1992,32,31,2745,30.5,0.0,0.018,0.0015,0.091,0.0,0.0,0.13342696629213482,0.0,0.0,0.0,0.24562499999999998,0.20304347826086958,0.8420000000000001,0.257037037037037,0.21269565217391304,0.10099999999999999,0.09416666666666668,0.8959999999999999,0.31142857142857144,0.31733333333333336,0.917,0.16225,0.17333333333333334,0.627,0.0,0.0,0.07866666666666666,0.002,0.0,0.07966666666666668,0.20304347826086958,0.20857142857142855,0.07375000000000001,0.184,0.0,0.10974999999999999,0.052500000000000005,0.0,0.0,0.0,0.0,0.0,0.26076923076923075,0.06116666666666667,0.15183333333333332,0.255,0.07666666666666666,0.14450000000000002,0.0025,0.013000000000000001,0.24562499999999998,0.014000000000000002,0.0375,0.03066666666666667,0.0165,0.00575,0.005333333333333333,0.0,0.0,0.003,0.003,0.0,0.0015,0.0,0.0,0.0,0.02097902097902098,0.0,0.0,0.0885,0.121,0.128,0.043,0.007000000000000001,0.059,0.10200000000000001,0.581,0.043,0.0885,0.10933333333333332,0.37,0.1148,0.0558,0.0066,0.0805,0.075,0.05084745762711865,0.042499999999999996,0.1625,0.251,0.2395,0.014000000000000002,0.21555555555555556,0.23,0.32,0.16,0.010785714285714286,0.0118,0.222,0.005,0.006500000000000001,0.75,0.006500000000000001,0.0,0.21133333333333332,0.12641221374045802,0.0951685393258427,0.0354,0.01,0.0,0.008,0.0035000000000000005,0.17578947368421052,0.17105263157894737,0.972,0.0033333333333333335,0.02,0.015,0.0,0.0445,0.052500000000000005,0.003,0.0,0.121,0.0,0.02097902097902098,0.0,0.2425,0.08966666666666666,0.03775,0.6409999999999999
555,Nathan Collins,IRL,DF,Burnley,Premier League,21.0,2001,19,18,1670,18.6,0.022,0.0405,0.013500000000000002,0.33299999999999996,0.13,0.2,0.11797752808988764,0.0,0.0,0.0,0.15562499999999999,0.15,0.721,0.16953703703703701,0.1828695652173913,0.07150000000000001,0.07658333333333332,0.778,0.17428571428571427,0.19599999999999998,0.828,0.12775,0.16216666666666668,0.525,0.0,0.038,0.07333333333333333,0.018000000000000002,0.005,0.08066666666666666,0.15,0.15761904761904763,0.03625,0.059,0.011,0.137,0.062,0.014666666666666666,0.0,0.0,0.0,0.0,0.13999999999999999,0.0725,0.19833333333333333,0.021500000000000002,0.164,0.1855,0.0215,0.005,0.15562499999999999,0.022,0.067,0.021666666666666667,0.013500000000000002,0.02275,0.018000000000000002,0.011,0.005,0.016,0.005,0.0,0.0025,0.005,0.0,0.0,0.0,0.0,0.0,0.0805,0.124,0.129,0.022,0.011,0.048,0.124,0.391,0.075,0.0866,0.09666666666666666,0.335,0.1108,0.049400000000000006,0.013000000000000001,0.129,0.13999999999999999,0.08474576271186442,0.059,0.0995,0.18,0.274,0.01,0.17407407407407408,0.1624,0.21909090909090911,0.13533333333333333,0.032285714285714286,0.0408,0.1824,0.008,0.0215,0.375,0.011,0.0,0.1406666666666667,0.09595419847328245,0.060449438202247185,0.027999999999999997,0.016,0.005,0.019,0.011,0.11315789473684211,0.10526315789473684,0.932,0.014333333333333333,0.011,0.025,0.0,0.054000000000000006,0.0375,0.022,0.014666666666666666,0.124,0.0,0.03496503496503497,0.0,0.31,0.14866666666666667,0.059250000000000004,0.654
556,Kingsley Coman,FRA,FWDF,Bayern Munich,Bundesliga,25.0,1996,21,16,1359,15.1,0.08,0.1525,0.066,0.435,0.13,0.15,0.23735955056179772,0.0,0.0,0.0,0.2325,0.2060869565217391,0.784,0.2086111111111111,0.13304347826086957,0.161,0.15916666666666668,0.8440000000000001,0.23,0.26666666666666666,0.805,0.10275000000000001,0.10266666666666667,0.667,0.013000000000000001,0.172,0.03966666666666666,0.18133333333333335,0.126,0.12366666666666666,0.2060869565217391,0.21666666666666667,0.048,0.013000000000000001,0.02,0.2285,0.073,0.3486666666666667,0.023,0.017333333333333333,0.0,0.0,0.2569230769230769,0.10483333333333333,0.128,0.06899999999999999,0.24,0.053000000000000005,0.033,0.007000000000000001,0.2325,0.014000000000000002,0.03,0.073,0.086,0.08449999999999999,0.08833333333333333,0.013000000000000001,0.02,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.026000000000000002,0.0,0.0,0.0,0.0,0.0,0.053000000000000005,0.06,0.013000000000000001,0.053000000000000005,0.04,0.026000000000000002,0.079,0.33299999999999996,0.053000000000000005,0.134,0.128,0.287,0.0504,0.10339999999999999,0.114,0.076,0.0,0.0,0.076,0.0495,0.1025,0.0165,0.0,0.23185185185185186,0.018600000000000002,0.05054545454545454,0.154,0.2792857142857143,0.1616,0.24359999999999998,0.136,0.23500000000000001,0.5770000000000001,0.14250000000000002,0.02,0.33666666666666667,0.2099236641221374,0.17921348314606741,0.20199999999999999,0.12250000000000001,0.23199999999999998,0.0925,0.14550000000000002,0.3131578947368421,0.2615789473684211,0.836,0.35666666666666663,0.007000000000000001,0.035,0.0,0.0365,0.0795,0.033,0.3486666666666667,0.06,0.0,0.0,0.0,0.15225,0.024333333333333332,0.0315,0.36700000000000005
557,Eray Cömert,SUI,DF,Valencia,La Liga,24.0,1998,8,5,408,4.5,0.0,0.0335,0.011,0.33299999999999996,0.0,0.0,0.10814606741573034,0.0,0.0,0.0,0.21937500000000001,0.18347826086956523,0.8320000000000001,0.2675617283950617,0.2083478260869565,0.0689,0.063,0.912,0.26999999999999996,0.27199999999999996,0.924,0.22774999999999998,0.23,0.6609999999999999,0.0,0.0,0.10366666666666666,0.0,0.0,0.07400000000000001,0.18347826086956523,0.19666666666666666,0.02225,0.067,0.0,0.06675,0.078,0.0,0.0,0.0,0.0,0.0,0.23384615384615384,0.03333333333333333,0.16299999999999998,0.029666666666666668,0.23866666666666664,0.122,0.0055,0.0,0.21937500000000001,0.0,0.0445,0.014666666666666666,0.0,0.01675,0.022333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05550000000000001,0.044,0.089,0.022,0.0,0.067,0.11100000000000002,0.6,0.044,0.0867,0.08133333333333333,0.282,0.0978,0.0712,0.0044,0.0445,0.067,0.0,0.011,0.0665,0.122,0.122,0.0,0.1811111111111111,0.1512,0.24,0.16466666666666666,0.007928571428571429,0.0178,0.192,0.0,0.0,0.0,0.0,0.0,0.2,0.14961832061068703,0.09842696629213482,0.057800000000000004,0.0,0.0,0.011,0.0,0.16842105263157894,0.16842105263157894,1.0,0.007333333333333333,0.044,0.0,0.0,0.0445,0.0,0.0,0.0,0.044,0.0,0.15384615384615385,0.0,0.23900000000000002,0.037000000000000005,0.05,0.35700000000000004
558,Santi Comesaña,ESP,MF,Rayo Vallecano,La Liga,25.0,1996,35,32,2682,29.8,0.006,0.056999999999999995,0.0085,0.147,0.03,0.1,0.17556179775280897,0.003,0.0,0.0,0.26,0.21695652173913044,0.8340000000000001,0.2457716049382716,0.2082608695652174,0.17,0.165,0.86,0.25142857142857145,0.2653333333333333,0.884,0.14675,0.13033333333333333,0.7509999999999999,0.007000000000000001,0.094,0.14533333333333334,0.04933333333333333,0.01,0.16666666666666666,0.21695652173913044,0.22904761904761906,0.047,0.158,0.01,0.2525,0.10400000000000001,0.024666666666666667,0.0015,0.002,0.0,0.0,0.2823076923076923,0.09333333333333332,0.127,0.059000000000000004,0.2546666666666667,0.151,0.00075,0.034,0.26,0.054000000000000006,0.0435,0.065,0.052000000000000005,0.04525,0.04933333333333333,0.007000000000000001,0.007000000000000001,0.007000000000000001,0.007000000000000001,0.007000000000000001,0.0085,0.01,0.0,0.003,0.02097902097902098,0.0,0.0,0.1525,0.215,0.16399999999999998,0.10400000000000001,0.037,0.11399999999999999,0.322,0.354,0.20800000000000002,0.266,0.2773333333333333,0.313,0.17980000000000002,0.26,0.09119999999999999,0.1025,0.027000000000000003,0.0,0.089,0.087,0.24,0.0655,0.014000000000000002,0.22925925925925925,0.049,0.1290909090909091,0.26266666666666666,0.08214285714285714,0.039599999999999996,0.24159999999999998,0.062,0.10049999999999999,0.617,0.0655,0.003,0.2633333333333333,0.13946564885496182,0.11426966292134831,0.0806,0.047,0.01,0.032,0.05550000000000001,0.23105263157894737,0.2094736842105263,0.9059999999999999,0.06933333333333333,0.04,0.015,0.02097902097902098,0.124,0.10900000000000001,0.003,0.024666666666666667,0.215,0.0,0.0,0.0,0.275,0.07266666666666667,0.061250000000000006,0.47100000000000003
559,Diego Conde,ESP,GK,Getafe,La Liga,23.0,1998,1,0,6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2608695652173913,0.14285714285714285,0.75,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,1.0,0.5454545454545454,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.10687022900763359,0.12359550561797752,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.10526315789473684,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
560,Aaron Connolly,IRL,FW,Brighton,Premier League,22.0,2000,4,1,156,1.7,0.0,0.059,0.0,0.0,0.0,0.0,0.2092696629213483,0.0,0.0,0.0,0.055125,0.04608695652173913,0.833,0.038487654320987656,0.0051130434782608696,0.0529,0.05391666666666666,0.818,0.05042857142857143,0.054933333333333334,0.857,0.0,0.0,0.0,0.0,0.059,0.0,0.0,0.0,0.0,0.04608695652173913,0.047619047619047616,0.01475,0.0,0.0,0.08825,0.0,0.03933333333333333,0.0,0.0,0.0,0.0,0.06784615384615385,0.029333333333333333,0.0,0.004916666666666666,0.058800000000000005,0.0,0.0,0.118,0.055125,0.0,0.0,0.019666666666666666,0.0295,0.0295,0.03933333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.0,0.059,0.159,0.098,0.185,0.047,0.1294,0.1412,0.059,0.0,0.0,0.059,0.0,0.0,0.0,0.0,0.07407407407407407,0.0,0.0,0.054933333333333334,0.08857142857142858,0.047,0.07759999999999999,0.0,0.0295,0.0,0.0,0.0,0.08600000000000001,0.059236641221374044,0.027752808988764043,0.0352,0.0,0.0,0.088,0.0295,0.20105263157894737,0.06789473684210527,0.33799999999999997,0.13733333333333334,0.0,0.0,0.0,0.0295,0.20600000000000002,0.0,0.03933333333333333,0.0,0.0,0.0,0.0,0.10300000000000001,0.0,0.10300000000000001,0.0
